#;Project;Tracker;Parent task;Status;Priority;Subject;Author;Assigned To;Updated;Category;Target version;Start date;Due date;Estimated time;% Done;Created;Story points;Velocity based estimate;Position;Remaining (hours);Tags;Description
52769;FAL Documentation;Feature;;New;Should have;Document advanced metadata for File;Fabien Udriot;;14/10/2013 0:21;;;14/10/2013;;;0;14/10/2013 0:19;;;1385900;;;"The Core provides advanced metadata for File within a Core 
extension. The extension is not activated by default but can be
when advanced metadata are needed.

The main benefit is to have unified metadata in TYPO3. 
As a result; third-party extensions can build upon a common
base preventing segmentation."
52781;TSconfig;Feature;;Resolved;Should have;Alternative domain for preview;Stefan Neufeind;;2/12/2015 9:38;;6.2;14/10/2013;;;0;14/10/2013 12:08;;;1386500;;;"Usally the first domainrecord is used to create links for previewing a page (clicking ""view""-icon in BE). It's possible to override this setting via PageTS:

TCEMAIN.viewDomain = example.com"
52783;TSconfig;Feature;;Closed;Must have;Make frame sizes in viewpage module configurable;Markus Klein;Christian Woebbeking;23/2/2014 22:49;;6.2;14/10/2013;26/1/2014;0.45;100;14/10/2013 12:29;;;1386600;;;"Since #51148 we have a view page selector to emulate device widths. With #51865 this is now configurable per project; providing maximal flexibility for integrators.

It is now possible to make the size of the view in the BE module configurable.

Example:

<pre>
mod.web_view.previewFrameWidths {
  1780.label = <any LLL or string>
  1780.height = 145
</pre>

The height property is optional."
52826;TSconfig;Feature;;Closed;Must have;Add language switcher for backend pagetree;Markus Klein;Christian Woebbeking;25/10/2015 23:05;;7;15/10/2013;;;0;15/10/2013 0:08;;;1388750;;;"New TSConfig options:

options.pageTree.languageSelection.hide = 1
  in the user TSConfig will hide the language switcher for
  this user.

options.pageTree.languageSelection.sortAlphabetically = 1
  in the user TSConfig will sort the language selection
  alphabetically for this user."
52827;TypoScript Reference (TSref);Feature;;Resolved;Should have;Document keyword devIP for IP condition;Ingo Renner;Ingo Renner;16/10/2013 17:35;;6.2;15/10/2013;;;100;15/10/2013 0:09;;;1388800;;;"Support devIp keyword in IP condition:

[IP = devIP]

See #50092"
52832;TypoScript Syntax;Feature;;Resolved;Should have;Allow relative include paths in files;Philipp Gampe;Chris topher;19/3/2014 22:36;;;15/10/2013;;;100;15/10/2013 9:34;;;1389050;;;"#52018 = https://review.typo3.org/#/c/23842/ allows to include files relative to a parent file for the @<INCLUDE_TYPOSCRIPT: source=""FILE:../filename.ts"">@ directive.

Allows to pass relative paths to INCLUDE_TYPOSCRIPT if the inclusion
is called recursively from a file.
Those paths start with ./ or ../
The ./ is needed to distinguish them from paths relative to PATH_SITE.

This allows simple nested TypoScript templates that can be moved or
copied without the need to adapt all includes.
Relative paths will also remain unchanged between loading/saving.

Besides this the patch now also keeps ""optional properties""
given in an include-tag for FILE unchanged. So far this only
worked for DIR."
52839;TCA Reference;Feature;;Closed;Should have;itemsProcFunc may throw exceptions;Francois Suter;Francois Suter;1/8/2014 14:22;;6.2.0;15/10/2013;;;100;15/10/2013 11:06;;;1389400;;;"With #52836 it becomes possible to throw exceptions in itemsProcFunc (for field types ""select""; ""radio"" and ""check""). This should be mentioned in the relevant properties descriptions."
52853;TYPO3 Skinning Reference;Feature;;New;Should have;High density sprite images;Christian Kuhn;;15/10/2013 16:29;;;15/10/2013;;;0;15/10/2013 16:03;;;1390100;;;
52920;TypoScript Reference (TSref);Feature;;Resolved;Should have;Support categories in RECORDS object;Francois Suter;Francois Suter;22/1/2014 18:35;;6.2;17/10/2013;;;100;17/10/2013 15:19;;;1393450;;;"The RECORDS object gets a new property called ""categories""; which can contain a comma-separated list of sys_category uid's. It has a sub-property called ""relation""; to define the specific categories-relation field to use.

Both properties had stdWrap capabilities.

The ""categories"" property acts at the same level as the ""source"" property; but has less precedence. If both properties are not empty; the ""source"" property will be considered and the ""categories"" property ignored. This is because the ""source"" property is considered more targeted than the ""categories"" property."
53025;TCA Reference;Feature;;Closed;Should have;Dokument new IRRE appearance property;Alexander Stehlik;Francois Suter;1/8/2014 14:22;;6.2.0;22/10/2013;;;100;22/10/2013 8:53;;;1398700;;;"A new appearance property ""newRecordLinkTitle"" was added for inline TCA columns; see:

* http://forge.typo3.org/issues/53007
* https://review.typo3.org/24924

So in the file ""/Documentation/Reference/Columns/Inline/Index.rst after line 88"":http://forge.typo3.org/projects/typo3v4-doc_core_tca/repository/revisions/master/entry/Documentation/Reference/Columns/Inline/Index.rst#L88 (after bullet point ""newRecordLinkAddTitle"") something like this should be added:

<pre>
         - *newRecordLinkTitle* (string) (since TYPO3 CMS 6.2) Overwrites the
           title of of the ""New record"" link; e.g.
           ""LLL:EXT:myext/Resources/Private/Language/locallang_db.xlf:my_new_record_label"".
           This will only work if newRecordLinkAddTitle is **not** set to true.
</pre>

"
53225;TypoScript Reference (TSref);Feature;;Closed;Should have;Special handling of noTrimWrap in FILES cObj;Stefan Froemken;Chris topher;30/10/2013 22:42;;;30/10/2013;;;0;30/10/2013 12:47;;;1408700;;;"Hello Docu-Team;

ALL values of renderObj will be parsed through optionSpliFunc. But in case of noTrimValue; you HAVE to set splitChar explicit:

<pre>
page.1 = FILES
page.1 {
  folders = 1:user_upload/images/examples/
  sorting = date
  sorting.direction = ASC
  renderObj = COA
  renderObj {
    10 = TEXT
    10.value = aaa
    20 = TEXT
    20.value = bbb
    20.noTrimWrap = $ - $$
    20.noTrimWrap.splitChar = $
  }
}
</pre>

Stefan"
53412;TypoScript Reference (TSref);Feature;;Resolved;Should have;Highlight code blocks as Typoscript by default;Francois Suter;;6/12/2015 21:33;;;7/11/2013;;;0;7/11/2013 13:42;;;1417900;;;"The Includes.txt file should be changed to that:
<pre>
.. highlight:: typoscript
</pre>
so that all code block are considered Typoscript by default. I thought this was already the case. Of course existing code block must be checked. If in some other language; they should be marked as such with @.. code-block@."
54846;Core APIs;Feature;;Resolved;Should have;Add link to reST introduction in documentation guide;Dan Untenzu;Francois Suter;19/3/2014 17:37;;6.2;8/1/2014;;;100;8/1/2014 17:08;;;1488550;;;"Xavier Perseguers wrote a nice; comprehensible introduction to reST:
http://docs.typo3.org/typo3cms/drafts/github/xperseguers/RstPrimer/

Please add a link to this document in the core reference:
http://docs.typo3.org/typo3cms/CoreApiReference/latest/ExtensionArchitecture/Documentation/Index.html"
55007;TCA Reference;Feature;;Closed;Should have;Document t3editor wizard;Francois Suter;Francois Suter;1/8/2014 14:22;;6.2.0;15/1/2014;;;100;15/1/2014 8:31;;;1496350;;;Usage of the t3editor wizard should be documented. It goes into the Tca/Documentation/AdditionalFeatures/CoreWizardScripts/Index.rst file.
55038;TSconfig;Feature;;Resolved;Must have;New option for cache clearing;Markus Klein;Christian Woebbeking;24/3/2014 0:40;;6.2;16/1/2014;;0.50;100;16/1/2014 0:10;;;1497900;;;"New option

options.clearCache.system

If this option is set; the non-admin user is able to clear the system cache.
Note: It should not be necessary to do so for a normal user.

Clearing the system caches will impose a very large delay for the first load."
55188;TCA Reference;Feature;;Closed;Should have;Allow unique evaulation for TCA type 'check';Oliver Hader;Francois Suter;1/8/2014 14:22;;6.2.0;20/1/2014;;;100;20/1/2014 19:58;;;1504850;;;The 'eval' property can have 'unique' and 'uniqueInPid' for TCA type 'check' as well
55718;Core APIs;Feature;;Resolved;Should have;Category registry allows overriding exclude flag;Francois Suter;Francois Suter;19/3/2014 18:36;;6.2;6/2/2014;;;100;6/2/2014 10:34;;;1530600;;;"Currently the CategoryRegistry class sets the exclude flag to a hard-coded value of 0. A proposed change to the current will change the default value to 1 and allow it to be overridden; as it is already possible to do with the label property.

Reference: http://docs.typo3.org/typo3cms/CoreApiReference/ApiOverview/Categories/Index.html#categories-activating"
56123;TCA Reference;Feature;;Closed;Should have;Introduce MM_oppositeUsage property;Oliver Hader;Francois Suter;1/8/2014 14:22;;6.2.0;19/2/2014;;;100;19/2/2014 14:15;;;1550400;;;"For group; select and inline types (all TCA types that support MM relations)

Description:
MM_oppositeUsage defines an array with maps table names to field names; pointing to possible opposite relations. Since the current relation allows any table; these pointers are checked on creating new MM relations and will apply the MM_match_fields from the accordant opposite configuration. TYPO3 CMS uses this for e.g. sys_category and tt_content relations.

Example:
@
...
'allowed' => '*';
'MM' => 'tx_myextension_first_second_mm';
'MM_oppositeUsage' => array(
  'tt_content' => array('somefield');
  'tx_myextension_domain_model' => array('some_property');
);
...
@"
56518;ReStructured Text Infrastructure;Feature;;Resolved;Should have;Recognize more of the old table data to provide special styling;Martin Bless;;4/3/2014 10:36;;;4/3/2014;;;100;4/3/2014 10:05;;;1570050;;;"Add to our TYPO3-specific Sphinx-extension ""t3tablerows.py"". Recognize more of the old tables to be displayed in ""Show properties styling"". Add these title combinations:

<pre>section; description
uid_local; uid_foreign; tablename; sorting
int.type; indatabase; whengiventotceforms
currentdbvalue; submitteddatafromtceforms; newdbvalue; processingdone
element; description; childelements
keyword; description
keyword; description; valuesyntax
keyword; description; valuesyntax; examples
softrefkey; description
key; type; description
int.pointer; title; description
fieldname; 5thparam; ""colorschemepnt""; ""styleschemepnt""; ""borderschemepnt""
element; format; description
key; subkeys; description
key; type; description
variable; phptype; description
variable; phptype; description; default
directory; description
name; description
</pre>

The TCA documentation should now be fully covered."
56662;Core APIs;Feature;;Resolved;Should have;Changes for CacheManager;Francois Suter;Francois Suter;20/3/2014 23:40;;6.2;7/3/2014;;;100;7/3/2014 22:02;;;1577250;;;"In version 6.2; the CacheManager should not be fetched using:
<pre>
$GLOBALS['typo3CacheManager']->getCache('myext_mycache')
</pre>
but instead:
<pre>
GeneralUtility::makeInstance('TYPO3\\CMS\\Core\\Cache\\CacheManager')->getCache('myext_mycache')
</pre>"
56665;TypoScript Reference (TSref);Feature;;Resolved;Should have;"New stdWrap property ""escapeJsValue""";Jigal van Hemert;;9/3/2014 18:36;;;8/3/2014;;;100;8/3/2014 10:26;;;1577400;;;"escapeJsValue

Property
escapeJsValue

Data type
boolean

Description
Escapes content to be used safely inside strings in JavaScript. Characters which can cause problems inside JavaScript strings are replaced with their encoded equivalents.
Passes the content through the core function \TYPO3\CMS\Core\Utility\GeneralUtility::quoteJSvalue() but removes the surrounding quotes.

Example:
10 = TEXT
10 {
  data = GP:sWord
  escapeJsValue = 1
  wrap = setSearchWord('|');
}
"
56749;TCA Reference;Feature;;Closed;Should have;New TCA control property shadowColumnsForMovePlaceholders;Oliver Hader;Francois Suter;1/8/2014 14:22;;6.2.0;11/3/2014;;;100;11/3/2014 11:02;;;1581600;;;"* new $TCA[<table>]['ctrl']['shadowColumnsForMovePlaceholders']
* which is evaluated in the DataHandlerHook of ext:version
* similar to the existing 'shadowColumnsForNewPlaceholders' but for move placeholders only
** on changing the sorting order of elements on the same page
** on moving elements to a different page
* move placeholders are only created if $TCA[<table>]['ctrl']['versioningWS'] is set to ""2"" (two - instead of ""1"" or ""TRUE"") to enable this feature"
57121;TypoScript Reference (TSref);Feature;;Rejected;Should have;Possible new option for preventing links to non translated pages;Alexander Stehlik;;13/8/2016 19:31;;;20/3/2014;;;0;20/3/2014 20:46;;;1600100;;;"There is a quite old feature request in #20043.

My suggestion is to introduce a new config option called

<pre>
config.typolinkDisableLinksToNonTranslatedPages = 1
</pre>

If this is enabled the typolink function will not link to pages that are not available in the current translation.

This is work in progress!"
57171;TypoScript Reference (TSref);Feature;;Resolved;Should have;"select: Enable queries using ""root"" and ""-1"" for pidInList";Oliver Hader;Chris topher;25/3/2014 13:47;;6.2;22/3/2014;;;100;22/3/2014 0:05;;;1602550;;;"The change refers to http://docs.typo3.org/typo3cms/TyposcriptReference/Functions/Select/Index.html

select.pidInList now supports the new values ""root"" and ""-1"".

_Add to documentation_

Since TYPO3 CMS 6.2 it is possible to select records from the root-page level; like from the table ""sys_category"". For this case; it is required that ""root"" is set.
Besides that; version records can be selected directly by setting the value to ""-1""; this allows to directly select workspace versioned records.

Special keyword: ""this"" is replaced with the id of the current page; ""root"" is replaced with the root-page level (records with pid=0)

Example:
<pre>
// Fetching related sys_category records
// stored in the MM intermediate table
10 = CONTENT
10 {
	table = sys_category
	select {
		pidInList = root;-1
		selectFields = sys_category.*
		join = sys_category_record_mm ON sys_category_record_mm.uid_local = sys_category.uid
		where.data = field:_ORIG_uid // field:uid
		where.intval = 1
		where.wrap = sys_category_record_mm.uid_foreign=|
		orderBy = sys_category_record_mm.sorting_foreign
		languageField = sys_category.sys_language_uid
	}
}
</pre>

See #57168"
57253;Core APIs;Feature;;New;Should have;Document usage of composer manifest;Francois Suter;;25/3/2014 11:40;;;24/3/2014;;;0;24/3/2014 21:41;;;1606650;;;The section about Extension Architecture should now include a mention of the composer manifest. How should this file look like and what is it good for?
57667;TSconfig;Feature;;New;Should have;Conditions: Add information about features of available conditions;Philipp Gampe;;24/4/2014 20:14;;;5/4/2014;;;0;5/4/2014 1:59;;;1627200;;;"Pretty much all conditions from frontend also apply to TSconfig and can be used in UserTS; PageTS or Backend Layouts.

Inside backend layouts; it is also possible to test for TSconfig via:
<pre>
[globalVar = SOBE|modSharedTSconfig|properties|test = 1]
tests on mod.SHARED.test = 1

[globalVar = SOBE|modTSconfig|properties|test = 1]
tests on mod.web_layout.test = 1
</pre>

One can test for the properties of the current page via:
<pre>
[globalVar = SOBE|pageinfo|layout = 1;2;3]
</pre>
"
57821;Templating Tutorial (Files);Feature;;New;Could have;Package as a distribution;Francois Suter;;11/4/2014 11:48;;;11/4/2014;;;0;11/4/2014 11:48;;;1634900;;;"Check if it would make sense to package this extension as a distribution; so that it could be installed on a blank TYPO3 CMS 6.2 setup."
57837;Official Doc Extension Template;Feature;;Resolved;Should have;Make this example the only reference;Francois Suter;Francois Suter;11/4/2014 18:43;;1.7.0;11/4/2014;;;100;11/4/2014 16:20;;;1635700;;;"After discussion during the Documentation Team code sprint (T3DOCS14); we figured that we need to reduce the number of entry points into documentation in order not to confuse developers.

We don't need an Official Manual example; because new official manuals are created only rarely and can be created from existing ones. Some example reST constructs must be moved from the Official Manual example to the Extension Manual example.

As a single entry point to reST and to avoid content duplication; the example manual should only point to Xavier's reST primer http://docs.typo3.org/typo3cms/drafts/github/xperseguers/RstPrimer/ ; source: https://github.com/xperseguers/TYPO3.docs.rst-primer)."
57895;TCA Reference;Feature;;Closed;Should have;New signal in loadBaseTca after building the cached TCA from files;Stefan Neufeind;Francois Suter;1/8/2014 14:22;;6.2.0;14/4/2014;;;100;14/4/2014 14:18;;;1638550;;;"from review:
To improve performance in backend context; final
TCA should be cached in contrast to only parts of it.

To be able to cache the complete TCA; we need to introduce a signal
after building the cached TCA from files."
57910;Templating Tutorial;Feature;;Needs Feedback;Should have;Make comments for editors unreadable for general public;Dominik Lenné;Francois Suter;14/4/2014 20:27;;;14/4/2014;;;0;14/4/2014 18:48;;;1639300;;;"I would strongly suggest this; because the comments for editors are very disturbing; when you are working hard to just get the meaning of the text."
57911;Templating Tutorial;Feature;;New;Should have;Less screenshots, more short writings;Dominik Lenné;;14/4/2014 21:18;;;14/4/2014;;;0;14/4/2014 19:01;;;1639350;;;"Screenshots hamper the flux of reading. I would suggest to replace some of them by short code like:

> (left side) template module > (middle) select page home > (right top) info/ modifiy > edit whole template record < (template edit window opens) > options-tab > template on next level: browse-icon < (popup with page tree appears) > select page > template-list: select template

and so on and so forth.

Of course one could shorten this; referring to earlier stage; may be like this:

(template edit window of template xyz) > includes-tab > css styled content typo3 6.1 > (top right) save-icon

If this short click-through code is well made;it is faster to edit and to work on as screenshots. 



"
57951;TCA Reference;Feature;;Closed;Should have;API to add cached TCA changes;Stefan Neufeind;Francois Suter;1/8/2014 14:22;;6.2.0;15/4/2014;;;100;15/4/2014 16:08;;;1641350;;;"Files in the extension directory Configuration/TCA/Overrides/ will be executed right before building the cached
TCA. These files must *only* contain PHP code that manipulate TCA (like addTCAColumns or addToAllTCATypes).

All code manipulating the TCA that previously was in ext_tables.php and therefore was uncachable; can now be in a defined location and is only executed when TCA is built and after that cached.

Category Registry changes will also be applied after Configuration/TCA/Overrides/ has been processed
so that makeCategorizable calls can now also happen in files in this locations and do not need to stay
in ext_localconf.php where they also would be executed on every request.

This will give backend requests quite a performance boost once extensions start using these files."
58104;TSconfig;Feature;;Needs Feedback;Should have;Hide cols in BE-Layouts;Stefan Froemken;;5/5/2014 14:46;;;22/4/2014;;;0;22/4/2014 21:45;;;1649000;;;"Hello;

http://docs.typo3.org/typo3cms/TSconfigReference/singlehtml/Index.html#example-for-backend-layout

You write:

""Since TYPO3 6.0 mod.SHARED.colPos_list is no longer working. Instead; use backend layouts.""

Funny...but in your example there is no solution how to hide/deactivate cols in BE-Layouts.

There is only a hint in sourcecode:

<pre>
// Draw the pre-generated header with edit and new buttons if a colPos is assigned.
// If not; a new header without any buttons will be generated.
</pre>

I think it would be good; to add this information also in documentation.

Stefan"
58698;ReST tools;Feature;;New;Should have;develop pygments TypoScript syntax-highlighter »plugin« + develop pygments Fluid-Templating syntax-highlighter plugin;Stephan Jorek;;17/8/2015 7:57;;;11/5/2014;;;0;11/5/2014 15:12;;;1678550;;;"h1. The Proposal - Part I:

As a first step the current ""TypoScript syntax-highlighter"":http://forge.typo3.org/projects/tools-rest/repository/revisions/master/entry/ExtendingPygmentsForTYPO3/ should be installable via pip; setup tools or the like.

This would allow external projects to integrate TypoScript syntax-highlighting much easier; simply by issuing a command like:
<pre>
$ easy_install Pygments-Typo3-Lexers
</pre>

The project I'm actively using; which would benefit from this solution: http://nevir.github.io/groc/ 

h1. The Proposal  - Part II:

Later on this separate plugin could get merged directly into _pygments_. Then external _pygments_-related projects and users are able to render syntax-highlighted TypoScript out-of-the-box. The main user of _pygments_ I know for sure is: ""Github"":https://help.github.com/articles/using-jekyll-with-pages#defaults ? They are using (at least) _pygments_ to provide syntax-highlighting. A initial hint I stumbled upon is ""published here"":http://www.pocoo.org/#users . I followed this path and had in another project I'm contributing to; the chance to talk to some github-staff; who confirmed my assumption (verbally). They said; that they update their _pygments_ quite frequently; often daily or whenever a new syntax-lexer has been added. Therefore it should not be too difficult to get _TypoScript_- and maybe also _Fluid_-syntax-highlighting support into their platform; as long as we implement it properly and convince ""Georg Brandl"":https://bitbucket.org/birkenfeld to merge it into his _pygments_. He (and most other folks from this project) seem to be very kind and will certainly helps us to get this done right. But we should not start empty - and of course we don't need to. I think we need to offer something installable or at least merge-able in order to get them to work with us.

h1. Suggested Solution:

In order to achieve this goal it is necessary to stick to python's and especially _pygments_' development process. Therefore I created ""a new mercurial-based project on bitbucket"":https://bitbucket.org/sjorek/pygments-typo3-lexers that currently contains everything I found and is (if not already; then very soon) installable as suggested in Part I from above. I opened up this project to invite everybody interested to join the discussion and development-process there. I promise to manage this project open; transparent and as often as I can. But I don't want to ?over-pace? the whole process. I'm convinced that I'm a experienced enough Python-; _pygments_ and TYPO3/Flow developer to guide this process - at least I hope so for now. :-)

h1. Open Questions:

# Did I violate any licences by creating the project on bitbucket and distributing the current TypoScript-syntax-highlighter as a installable _pygments_-plugin ?
# Does the project on bitbucket violate any specifications or guidelines ?
# Who developed the current ""TypoScript-syntax-highlighter"":http://forge.typo3.org/projects/tools-rest/repository/revisions/master/entry/ExtendingPygmentsForTYPO3/_incoming/typoscript.py and how can I get in touch with them ? (Who is behind _?Donation Based Hosting?_ ?)
# Shall we provide a combined _pygments_-plugin for TypoScript and Fluid or two separate _pygments_-plugins ?
# The current TypoScript-syntax-highlighter seems to be incomplete; right ?
  - The lastest addition to paths is missing; ie.: @TCEFORMS.table.field.""flex-form.sub-path"".?@

h1. Open Tasks:

# Write a simple roadmap
# Invite everybody interested and able to use mercurial to the bitbucket project.



As always I appreciate any feedback I can get here. Please do *not* use the bitbucket issue tracker to discuss this proposal yet. Use bitbucket only it for real code-issues only or better ignore it until we officially decide to use it.

Cheerio + Thx;
Stephan Jorek

P.S.: Apologies for my weak english ? if anybody wants to talk to me in my native language - its german ?
PPS.: Um präzise zu sein - ick bin Berliner; also immer her mit der Kritik; den Nachfragen und all dem Geplänkel; ick kann det vertragen :-)"
59048;Core APIs;Feature;;Resolved;Should have;Document TCA/Overrides;Francois Suter;Francois Suter;24/5/2014 22:36;;6.2;22/5/2014;;;100;22/5/2014 22:00;;;1695850;;;The new preferred way of storing TCA customizations should be mentioned in the Extension Architecture chapter. The actual usage details are in the TCA Reference.
59089;Core APIs;Feature;;New;Should have;Document Signal/Slot mechanism;Francois Suter;;22/12/2015 13:31;;6.2;24/5/2014;;;0;24/5/2014 21:37;;;1697900;;;"Hooks are extensively documented in Core APIs; signal/slots should also be documented. Their usage is much easier anyway."
59162;ReStructured Text Infrastructure;Feature;;Accepted;Must have;Make the the Github hook receiver handle branches;Martin Bless;Martin Bless;28/5/2014 9:41;;;28/5/2014;;;0;28/5/2014 9:41;;;1701550;;;
60046;TSconfig;Feature;;Closed;Should have;Document mod.web_ts.disableCacheClearing;Alexander Stehlik;;16/11/2014 17:17;;7;1/7/2014;;;0;1/7/2014 22:05;;;1745550;;;"If #60045 is merged a new Page TSconfig option is introduced:

<pre>
mod.web_ts.disableCacheClearing = 1
</pre>

The option is of type @boolean@.

If set to TRUE the cache will *not* be cleared automatically when changes are made in the template modules."
1660;Documentation;Feature;;Closed;Should have;sync with http://tswiki.net ?;Daniel Brüßler;Daniel Brüßler;20/10/2010 11:40;;sprint 2008/11;7/10/2008;15/10/2008;;100;7/10/2008 17:35;;;1818150;;;"Hello Martin;

Seems so; that not many edit content there.

Do you see a way to syncronize or link between wiki.typo3.org / documentation.typo3.org / TSref docbook / snippets.typo3.org ?

And would would be an advantage?

Cheers!
Daniel
"
1039;Documentation;Feature;;Closed;Should have;syntax highlighting for HTML;Susanne Moog;Susanne Moog;20/10/2010 11:40;;sprint 2008/05;10/7/2008;10/7/2008;0.00;100;10/7/2008 22:06;;;1818450;;;we should have syntax highlighting also for HTML in the wiki. Everything else seems to be there already.
1026;wiki.typo3.org;Feature;;Closed;Must have;Explain how to add a new page in wiki;Martin Holtz;Martin Holtz;26/9/2011 11:18;;;9/7/2008;23/7/2008;0.00;100;9/7/2008 20:05;;;1818500;;;"Describe how a newbie could add a page (small tutorial or small howto)

Topics which should be explained
* Tagging
* Images
* Whats up with category
* How to Start a New Page

aktuelle Seiten nicht einsteigerfreundlich; insbesondere Basissachen wie Seiten anlegen und das neue Tagging besser erklären"
861;TypoScript in 45 Minutes;Feature;;Closed;Must have;Help Martijn and Kees to start 45-minutes-translation;Daniel Brüßler;Daniel Brüßler;26/9/2011 12:53;;;25/6/2008;25/6/2008;0.00;100;25/6/2008 11:17;;;1818700;;;"* create issue: start in the wiki
* create issue: what topic to start with"
817;wiki.typo3.org;Feature;;Closed;Should have;News für Suche von Martin;Daniel Brüßler;Daniel Brüßler;26/9/2011 12:44;;;18/6/2008;29/7/2008;0.00;100;18/6/2008 20:28;;;1818850;;;"sobald sie wirklich ""reif"" ist - scheint aber schon echt gut zu passen!"
1396;Documentation;Feature;;Rejected;Should have;link-collection: RSS-feed-import;Daniel Brüßler;Daniel Brüßler;30/10/2010 11:20;;sprint 2010/03;28/8/2008;31/3/2010;;50;28/8/2008 10:37;;;1819050;;;"a) import into the wiki

b) import into documentation.typo3.org - not the content just as link-list because external content is not under OCL
"
690;wiki.typo3.org;Feature;;Closed;Could have;google-box-Search / with documentation in wiki;Daniel Brüßler;Martin Holtz;26/9/2011 11:17;;;31/5/2008;30/6/2008;0.00;100;31/5/2008 13:25;;;1819100;;;"Die google-box-Suche ist super!! Wäre sehr gut das auf der deutschen Wiki-Startseite als box hinzuzufügen. Kann auch gern auf Deine eigene Website verweisen; da spricht nichts dagegen.

Zwei Dinge sind dafür sinnvoll:
* auf Deiner eigenen Website legst Du eine Seite an; wo es nur darum geht. Am besten mit ein zwei Screenshots. Erst nur die simple Variante für z.B. Suche nach IMAGE; weiter unten die speziellen Features wie z.B. Suche nach extension im TER und nach einem TS-objekt.
* auf der WikiStartseiteDeutsch eine eher kleine(!) box (kann nach oben rechts - da ist eine freie Stelle) - und auch mit kleinem Screenshot (=vom ""Hinzufügen"" Link in der Googlebox)
"
10954;wiki.typo3.org;Feature;;Closed;Should have;wiki.typo3.org - remove Captcha when User is logged in;Fabien Udriot;Daniel Brüßler;26/9/2011 11:14;;;19/11/2010;;;100;19/11/2010 12:23;;;1819150;;;"When a user is *logged in* in the Wiki; I would like to remove the Captcha that appears when updating content. Under extensive writing; this captcha is annoying and is lost time IMO. Security speaking; I don't consider a too big issue as the Captcha will *stay* if the User is not logged in."
13201;wiki.typo3.org;Feature;;Closed;Must have;Add the website-selector on top-right;Daniel Brüßler;Daniel Brüßler;26/9/2011 11:14;;;26/2/2011;26/2/2011;;100;20/2/2011 18:30;;;1819500;;;see www.typo3.org
13200;wiki.typo3.org;Feature;;Closed;Must have;"Add field for ""most important"" (tag, project, team)";Daniel Brüßler;Daniel Brüßler;26/9/2011 11:14;;;1/3/2011;8/3/2011;;100;20/2/2011 18:19;;;1819550;;;So this will be the content for the list in the top menu bar
13199;wiki.typo3.org;Feature;;Closed;Must have;Add orange navigation-bar;Daniel Brüßler;Daniel Brüßler;26/9/2011 11:14;;;28/2/2011;1/3/2011;;100;20/2/2011 17:58;;;1819600;;;"see http://www.darmstadt-typo3.de/typowikimenu/menue.html
"
13198;wiki.typo3.org;Feature;;Closed;Should have;Add the new design as new skin;Daniel Brüßler;Daniel Brüßler;26/9/2011 11:14;;;20/2/2011;23/2/2011;;100;20/2/2011 17:55;;;1819650;;;"the base for the new layout:
http://www.darmstadt-typo3.de/wiki-b/
"
13453;wiki.typo3.org;Feature;;Closed;Should have;optimize background and blocks;Daniel Brüßler;Daniel Brüßler;26/9/2011 11:14;;;1/3/2011;22/3/2011;;100;28/2/2011 19:21;;;1819700;;;
13204;wiki.typo3.org;Feature;;Closed;Should have;"What features of ""t3o"" could we use also in the wiki? (e.g. the contribution-block)";Daniel Brüßler;Daniel Brüßler;26/9/2011 11:14;;;21/2/2011;21/3/2011;;100;20/2/2011 20:49;;;1819750;;;"http://t3o.typo3.org/about/the-typo3org-design/

nice to have:
* contribution-block on bottom-right
"
25693;wiki.typo3.org;Feature;;Closed;Should have;Open external links in a new window;Sabine Hueber;Daniel Brüßler;26/9/2011 11:14;;;3/4/2011;3/4/2011;;100;1/4/2011 10:47;;;1819850;;;"The external links in the wiki open in the same window. It would be better; when they open by default in an external window. "
14515;Documentation;Feature;;Rejected;Won't have this time;Add a version row for each property in the reference manuals (TSref, TSconfig, ...);Volker Graubaum;Chris topher;1/12/2011 17:03;;;29/1/2005;;;100;29/1/2005 16:45;;;2332400;;;"All Documentations with TypoScript referenzes should get another coloumn for the version of each typoScript value.

for example if CURIFSUB will be added in 3.8.0.dev this should be added in TSREF. So if you are reading the documentation and using an older version of typo3 or the used extension you know that you couldn't use it :-)



Maybe start with the my_extension documentation and add an coloumn here?

http://typo3.org/documentation/document-library/doc_template/Reference-10/
(issue imported from #M721)"
7843;Core APIs;Feature;;New;Could have;anchor all specific settings;Felix Oertel;;3/5/2013 17:54;;;19/5/2010;;;0;19/5/2010 22:00;;;2858750;;;"Hey ho;

often you want to show something from doc_core_api to someone else; especially on discussions in forums or mailinglists. unfortunately it's only possible to link to sections; not to specific settings.

example: i want to show the definition of ""sortby"" in ""$TCA - ['ctrl'] section"":http://typo3.org/documentation/document-library/core-documentation/doc_core_api/4.1.0/view/4/2/#id4055459 (you have to scroll down a little; cause i can't link it directly ;) )

it would be great if the table-rows had own anchors so they could be linked directly"
6859;Core APIs;Feature;;New;Should have;Document how to add a language to TYPO3;Francois Suter;;3/11/2012 0:32;;;15/3/2010;;;0;15/3/2010 22:03;;;2858800;;;"As reported by Michael Stucki.

See Ingmar's notes: http://lists.typo3.org/pipermail/typo3-team-core/2007-August/008851.html"
