#;Project;Commit ID;Issue Type;Parent Issue;Status;Priority;Subject;Author;Assignee;Category;Target Version;Start Date;Created;Updated;Closed;Due Date;Estimated;% Done;Create Prev Commit; Created Next Commit;Updated Prev Commit;Updated Next Commit;Closed Prev Commit;Closed NExt Commit;Description
46818;Core APIs;null;Bug;;Closed;Should have;Cache: New xcache cache backend;Christian Kuhn;Francois Suter;;6.1;null;Sun Mar 31 15:25:00 EEST 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"TCA referenceSection ''columns''Part ''displayCond''Single display conditions can be combined with boolean logic and nested; possible keys are OR and AND:Example:<pre>array(	'AND' => array(		'FIELD:testField:>:9';		'FIELD:testField:<:11';	););</pre>'"
46800;TypoScript Reference (TSref);null;Feature;;Closed;Should have;Document new stdWrap feature addPageCacheTags;Christian Kuhn;Chris topher;;6.1;null;Sat Mar 30 00:27:00 EET 2013;Mon Apr 29 23:38:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"CachingFrameworkBackendsAfter ''APC Backend''Xcache is an PHP opcode cache similar to APC, the cache can also store in-memory key/value user data.The cache backend implementation is nearly identical to the implementation of APC backend and has the same design constraints.Important: xcache does NOT work in CLI PHP SAPI. The xcache backend implementation is constructed to silently discard any cache operation if in CLI context. That means if Xcache backend is used, it is of no effect in CLI. Furthermore, it is important to set the PHP ini value xcache.var_size to a value (eg. 100M) that is big enough to store the needed data. The usage of this capacity should be monitored.'"
46726;TCA Reference;null;Bug;;Closed;Should have;Missing property typeicon_classes;Francois Suter;Francois Suter;;6.0.0;null;Wed Mar 27 17:10:00 EET 2013;Mon Apr 29 22:40:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Data type: string /stdWrapDescription: Comma separated list of cache tags; which should be added to the page cache.See #34403.'"
46687;ReST tools;null;Feature;;Rejected;Could have;Advertise Sphinx usage;Francois Suter;;;;null;Tue Mar 26 14:29:00 EET 2013;Wed Jul 17 11:59:00 EEST 2013;null;null;;0;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"Reference: http://docs.typo3.org/typo3cms/TCAReference/Reference/Ctrl/Index.html'"
46667;TSconfig;null;Feature;;Closed;Should have;mod.web_list.noExportRecordsLinks;Christian Kuhn;Christian Woebbeking;;6.1;null;Mon Mar 25 21:02:00 EET 2013;Mon Apr 29 23:38:00 EEST 2013;null;null;0.50;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"See http://forge.typo3.org/issues/46661'"
46529;Core APIs;null;Bug;;Closed;Should have;Improve description of custom translations;Francois Suter;Francois Suter;;6.0;null;Fri Mar 22 09:51:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Section mod -> web_listProperty: noExportRecordsLinksData type: booleanIf set; the ''Export'' and ''Download CSV file'' buttons are not shown.'"
46440;TCA Reference;null;Feature;;Closed;Should have;Add 'foreign_table_defaultValues' to 'inline' type documentation;Sebastian Michaelsen;Francois Suter;;6.2.0;null;Tue Mar 19 16:53:00 EET 2013;Fri Aug 01 14:22:00 EEST 2014;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"# it should be detailed that the path to the original translation file normally takes the form of ''EXT:extension/foo/bar/locallang.xlf'' and that the file extension actually doesn't matter# there's currently an issue with custom translations *having to reside* inside an extension and not anywhere else within the file system. This can be considered a bug, but until it is fixed, a warning should be added to this effect.'"
46406;Coding Guidelines;null;Bug;;Resolved;Should have;"""static"" keyword should be the first word in the function definition";Ralf Merz;Chris topher;;;null;Mon Mar 18 16:15:00 EET 2013;Wed May 08 01:36:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"*Example*<pre>config => array(  'type' => 'inline';  'foreign_table' => 'tt_content';  'foreign_table_defaultValues' => array(    'CType' => 'image'  );)</pre>*This feature is present since TYPO3 6.1; see #46124*'"
46392;Core APIs;null;Feature;;Closed;Should have;Xclass changes;Francois Suter;Francois Suter;;6.0;null;Sun Mar 17 22:15:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"on pagehttp://docs.typo3.org/typo3cms/CodingGuidelinesReference/CodingBestPractices/StaticMethods/Index.htmlthe function definitions have to start with the word ''static'' i guess?Cheers,Ralf'"
46390;TypoScript Reference (TSref);null;Feature;;Closed;Should have;Add documentation of stdWrap to config.pageTitleSeparator;Christian Kuhn;Chris topher;;6.1;null;Sun Mar 17 21:46:00 EET 2013;Mon Apr 29 23:38:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"http://wiki.typo3.org/Xclass'"
46375;Core APIs;null;Bug;;Closed;Should have;Link to PHP reference when referring to PHP functions in CoreApiReference/ApiOverview/Logging ;Steffen Müller;Francois Suter;;6.0;null;Sun Mar 17 01:52:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;""
46374;Core APIs;null;Bug;;Closed;Should have;Replace t3lib_log occurences with namespaces in CoreApiReference/ApiOverview/Logging ;Steffen Müller;Francois Suter;;6.0;null;Sun Mar 17 01:51:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;""
46368;Core APIs;null;Major Feature;;Closed;Must have;Use namespaces;Francois Suter;Francois Suter;;6.0;null;Sat Mar 16 18:58:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"* http://docs.typo3.org/typo3cms/CoreApiReference/ApiOverview/Logging/Logger/Index.html* http://docs.typo3.org/typo3cms/CoreApiReference/ApiOverview/Logging/Configuration/Index.html'"
46353;Core APIs;null;Bug;;Closed;Should have; since 6.0 ext_icon can also be PNG;Joh. Feustel;Francois Suter;;6.0;null;Sat Mar 16 00:59:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;""
46347;Core APIs;null;Feature;;Closed;Should have;Document namespaces;Francois Suter;Francois Suter;;6.0;null;Fri Mar 15 22:51:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"see #37595Both ext_icon.png and ext_icon.gif will work'"
46223;Documentation;null;Bug;;Closed;Should have;Redirect from tsref.net to new documentation;Ernesto Baschny;Francois Suter;Documentation on typo3.org;;null;Wed Mar 13 09:41:00 EET 2013;Mon Mar 18 22:14:00 EET 2013;null;null;;0;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Currently for extensions there can only be one segment for the vendor name.The rule is \<VendorName>\<ExtensionKey>\<Folder1>\<Folder2>\<ClassName>While the extension key must be transformed from underscores to upper camel case and the folders must reside in a ''Classes'' folder on the top level inside the extension folder and lastly the class file must be named exatly like the class (case sensitive!) with a trailing ''.php''For core classes we built in exceptions in many places; so that we coud use ''TYPO3'' as the vendor and ''CMS'' as the product name; before the segment with the extension key starts. This has been done to not have conflicting namespaces e.g. for Fluid if we would have skipped the product name ''CMS'''"
46188;TCA Reference;null;Bug;;Closed;Should have;Add dbType configuration property of date fields;Oliver Hader;Francois Suter;;6.0.0;null;Mon Mar 11 23:46:00 EET 2013;Mon Apr 29 22:40:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"It would be cool if we could create a redirect from www.tsref.net to the new location (http://docs.typo3.org/typo3cms/TyposcriptReference/).'"
45926;Core APIs;null;Bug;;Closed;Should have;Remove mentions of loadTCA;Christian Kuhn;;;6.1;null;Thu Feb 28 21:20:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Example:<code class=''php''>'my_native_date' => array(    'exclude' => 0,    'label' => 'My native date',    'config' => array(        'dbType'   => 'date',        'type'     => 'input',        'size'     => '8',        'max'      => '20',        'eval'     => 'date',        'checkbox' => '0',        'default'  => '0'    )),</code>The SQL field definition in ext_tables.sql might look like this then:<code class=''sql''>...my_native_date date DEFAULT '0000-00-00',...</code>Supported types for ''dbType'' are: date, datetime>> The data was basically taken from https://review.typo3.org/#/c/12808/>> The behaviour was *introduced in TYPO3 CMS 6.0*'"
45925;TCA Reference;null;Bug;;Closed;Should have;TCA refactoring documentation;Christian Kuhn;Francois Suter;;6.1.0;null;Thu Feb 28 21:06:00 EET 2013;Mon Apr 29 22:39:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;""
45924;TCA Reference;null;Bug;;Closed;Should have;Adapt ExtendingTca/StoringChanges/Index.rst to LocalConfiguration.php changes;Christian Kuhn;Francois Suter;;6.0.0;null;Thu Feb 28 21:04:00 EET 2013;Mon Apr 29 22:40:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;""
45780;Documentation Rendering;null;Bug;;Resolved;Must have;Repaired the CSS files of the typo3cms/extensions/ manuals;Martin Bless;Martin Bless;;;null;Sat Feb 23 23:14:00 EET 2013;Sat Feb 23 23:14:00 EET 2013;null;null;;0;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;""
45710;Templating Tutorial;null;Bug;;Resolved;Must have;Correct path to include files;Francois Suter;Francois Suter;;1.0.0;null;Thu Feb 21 14:46:00 EET 2013;Fri Feb 22 11:36:00 EET 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"The CSS setup is fixed now and and a repair job was run that did the apropriate search and replace on each file.See http://docs.typo3.org/typ3cms/extensions'"
45618;Documentation;null;Bug;;Accepted;Should have;Page tree;Henry Bowman;Francois Suter;Documentation on typo3.org;;null;Tue Feb 19 19:25:00 EET 2013;Tue Feb 19 21:05:00 EET 2013;null;null;;0;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"Furthermore the Introduction chapter could be refactored in a single file.'"
45558;Core APIs;null;Feature;;Closed;Should have;Records collections;Francois Suter;Francois Suter;;6.0;null;Mon Feb 18 08:38:00 EET 2013;Thu May 16 23:13:00 EEST 2013;null;null;;100;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"I like the software, I know it can do what i want it to do, but getting started is not easy.  It is clear that there is no graphical minded thinking going on.  the roles of folders vs pages vs folder/pages is also not addressed.SO.  If anyone can show me how a site's page tree should look, please point the way.'"
45516;TCA Reference;null;Bug;;Closed;Should have;Error in the ReST markup  preventing section from proper rendering;Daniel Siepmann;Francois Suter;;6.0.0;null;Fri Feb 15 17:00:00 EET 2013;Mon Apr 29 22:40:00 EEST 2013;null;null;;0;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"References:* http://forge.typo3.org/issues/32076* http://forge.typo3.org/issues/32147* https://review.typo3.org/#/c/6968/'"
45251;TypoScript in 45 Minutes;null;Bug;;Closed;Should have;Wrong operator in an example;Francois Suter;Chris topher;;6.0 (released as version 1.2.0;null;Thu Feb 07 15:52:00 EET 2013;Mon Feb 25 22:58:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"the section ''Example - A multiple value selector with contents from a database table'' has a wrong markup. No anchor tag is rendered for this section.The section is on the page http://docs.typo3.org/typo3cms/TCAReference/Reference/Columns/Select/Index.html:<pre>Example - A multiple value selector with contents from a database table~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~</pre>The previous section has the right markup: http://docs.typo3.org/typo3cms/TCAReference/Reference/Columns/Select/Index.html#example-simple-selector-box-with-tsconfig-markers'"
45076;TYPO3 Services;null;Bug;;Resolved;Should have;Remove classFile configuration option;Christian Kuhn;;;;null;Fri Feb 01 15:50:00 EET 2013;Mon Jul 08 22:36:00 EEST 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"-----Dear Typoscript documentation team,I was just following your Typoscript in 45 minutes tutorial and found an mistake in an example (or at least it didn't work for me). In the 4th blue code box on the following page: http://docs.typo3.org/typo3cms/TyposcriptIn45MinutesTutorial/Typoscript-AQuickOverview/FirstSteps/Index.htmlThe example states the following: # <= means that the object is referenced (the object is linked) test.value = Holla mypage.10 <= testbut instead it should be the following: # =< means that the object is referenced (the object is linked) test.value = Holla mypage.10 =< testThe operator sign <= should be =<. Good luck and best regards,Refik Hadzialic------The remark seems absolutely correct.'"
45060;FAL Documentation;null;Major Feature;;Closed;Must have;Missing FAL documentation;Patrick Crausaz;;;;null;Fri Feb 01 08:03:00 EET 2013;Sat Aug 06 13:44:00 EEST 2016;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
45059;FAL Documentation;null;Major Feature;;New;Must have;Missing FAL documentation for extension devs;Patrick Crausaz;;;;null;Fri Feb 01 07:57:00 EET 2013;Sun Nov 10 15:06:00 EET 2013;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;"foobar: http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/stable/Developers/Architecture/DatabaseStructure/FIXME: http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/Developers/Api/Storage/Index.html (by General API & Folder API)...: http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/Developers/Api/Storage/Index.htmlTODO: Write: http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/Administrators/Introduction/Index.html (by User Permission & Indexing)Fal was released with v6 and now ext devs should make their extensions compatible. But there is no documentation availlable.'"
45057;FAL Documentation;null;Bug;;Closed;Must have;Dead link to documentation;Patrick Crausaz;Francois Suter;;;null;Fri Feb 01 07:49:00 EET 2013;Fri Feb 01 09:40:00 EET 2013;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"''This chapter explains the principles on how to use FAL in your extension and also inside the TYPO3 Core. Additionally; it provides some useful examples for common use-cases.''(http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/Developers/UsingFal/Index.html)However; the chapter is empty. Not to be expected that ext devs could make their extensions FAL compatible without documentation.'"
45047;Documentation;null;Feature;;New;Must have;Assign documentation to version;Patrick Crausaz;;;;null;Thu Jan 31 18:13:00 EET 2013;Mon Jul 01 18:20:00 EEST 2013;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;426abe92db51be4758479abf7a502e001867388b;5db38d3814c3c504817fd0bdeb612c84099f9168;null;null;"''Please read the generated documentation: http://docs.typo3incubator.org/File/_build/html/Index.html ''(link provided here: http://forge.typo3.org/projects/typo3v4-fileabstractionlayer/wiki)Should it be new: http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/  ??'"
44987;TypoScript Reference (TSref);null;Feature;;Closed;Should have;"Add documentation for ""settings"" of cObject FLUIDTEMPLATE";Christian Kuhn;Chris topher;;6.1;null;Wed Jan 30 17:42:00 EET 2013;Mon Apr 29 23:38:00 EEST 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"A lot of documentation is totaly obsolete; because a lot of code has changed. How can you be sure; that the documentation is up to date?Core:For example the documentation ''File Abstraction Layer'' must have in the documentation header: ''assigned to:  TYPO3 v6.0.0''http://docs.typo3.org/typo3cms/FileAbstractionLayerReference/Extensions:This would also be very useful for TER extension documentations.If the ext developpers needs to fill in this information; I think the documentation would gain more quality.Imagin an update of your extension to 2.0 but the documentation is still assigned to version 1.4 - you will soon have a issue on forge to update your documentation.(with the upcomming TER clean up 2013; this would be the perfect date to do such changes; as the ext devs anyway has to update their documentations )'"
44940;wiki.typo3.org;null;Bug;;Resolved;Should have;Update t3doc and t3ext interwiki links;Chris topher;Chris topher;;;null;Tue Jan 29 21:19:00 EET 2013;Sat Dec 21 14:45:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
44901;TypoScript Reference (TSref);null;Feature;;Closed;Should have;"Add documentation for new property ""template"" of cObject FLUIDTEMPLATE";Christian Kuhn;Chris topher;;6.1;null;Tue Jan 29 11:30:00 EET 2013;Mon Apr 29 23:38:00 EEST 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;40fb18ca11d128403d85473b03d273f89626da57;c0a5c69b38468552b8b09f87e5d2e88507247254;null;null;"In our wiki this table contains two additional entries:* ''t3doc'', which links to @http://typo3.org/documentation/document-library/$1/@ and* ''t3ext'', which links to @http://typo3.org/extensions/repository/view/$1@. They seem to be unused - remove them. '"
44868;ReStructured Text Infrastructure;null;Bug;;Resolved;Must have;Link Broken on docs.typo3.org;d.ros no-lastname-given;Martin Bless;;;null;Mon Jan 28 10:05:00 EET 2013;Mon Jan 28 16:52:00 EET 2013;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
44838;TypoScript Reference (TSref);null;Bug;;Resolved;Must have;Wrong examples for type boolean;Peter Neelmeyer;Chris topher;;;null;Sun Jan 27 10:20:00 EET 2013;Tue Feb 05 17:41:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"'"
44555;Extbase Book Translation;null;Bug;;Resolved;Must have;"""Temporary link"" to book rendering is now dead";Mitja ;;;;null;Tue Jan 15 21:13:00 EET 2013;Thu Jan 17 09:14:00 EET 2013;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"Ok now we have these wrong examples (wrong means, that a comment on the right side is wrong)Here we are:---------------------------------------------------------------------------------------------------------dummy.enable = # false, because value is emptydummy.enable = 0 # false, prefered notationdummy.enable = 1 # true, prefered notationdummy.enable = yes # true, because ('yes') is a non empty string and not treated as '0'dummy.enable = no # true (!), because ('no') is a non empty string and not treated as '0'dummy.enable = 0 anything # false, because ('0 anything') is treated as '0'dummy.enable = 1 anything # false, because ('1 anything') is treated as '1'---------------------------------------------------------------------------------------------------------the comment of this excample:dummy.enable = yes # true, because ('yes') is a non empty string and not treated as '0'says that something is not treated as '0' and thereby this result is told to us:dummy.enable = truethe comment of the last excample:dummy.enable = 1 anything # false, because ('1 anything') is treated as '1'says also that something is not treated as '0' - but another result is told to us:dummy.enable = falseI repeat my first posting for this issue: The comment of the examples before the last one say that something is _true_ when the value is not treated as '0'.The comment of the last example _still_ says that something is _false_ when the value is not treated as '0' (e.g. when it is treated as '1') - so this comment says the opposite of all comments before.My original intention of closed issue #44813 was not to _reduce_ examples, it was to publish _correct_ examples.Please do not tell the readers thatdummy.enable = 1 anything is dummy.enable = falsebecause it isdummy.enable = true'"
44447;Core APIs;null;Bug;;Closed;Should have;Correct version in settings file;Francois Suter;Francois Suter;;4.5.0;null;Fri Jan 11 09:27:00 EET 2013;Fri Jan 11 09:44:00 EET 2013;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"Server times out.This happens again :( Is there any way this book could be ported to github? this would help alot of people struggling with extbase...'"
44271;TSconfig;null;Bug;;Closed;Must have;Document TCAdefaults in Page TSconfig;Francois Suter;Christian Woebbeking;;;null;Wed Jan 02 10:27:00 EET 2013;Sat Aug 13 18:51:00 EEST 2016;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;580a57692f1808aeeb8e2c2d98ebc23b7964b1d7;null;null;null;""
44175;FAL Documentation;null;Bug;;Resolved;Should have;typo in Administrators/Index.html#introduction-basic-concepts;Franz Kugelmann;Franz Kugelmann;;;null;Fri Dec 21 11:24:00 EET 2012;Fri Dec 21 13:38:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;""
44067;ReStructured Text Infrastructure;null;Bug;;New;Should have;Fix adding of superfluous spaces;Chris topher;Martin Bless;;;null;Mon Dec 17 17:41:00 EET 2012;Mon Dec 17 17:41:00 EET 2012;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"settigns => settingsI opened the issue to follow the general rules about submitting a change to gerrit.'"
44053;TYPO3.Docs;null;Feature;;New;Should have;Enable to fetch documentation from other data-source;Fabien Udriot;;;;null;Mon Dec 17 14:29:00 EET 2012;Mon Dec 17 14:29:00 EET 2012;null;null;;0;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"E.g. <pre>This is my **text** .</pre>(superfluous space between ** and .)<pre>This is my '' **text** ''.</pre>(superfluous spaces between '' and the two stars and between the next two stars and '')-----Generally said these are such cases:<pre>* () *[ ** ]* [] ** '''' ** :: ** .* ,</pre>In these cases, the converter should *not* add additional spaces.-----_(Note however that the converter should *not* remove spaces, which *existed* in the OpenOffice manual. This would break things. E.g.:_<pre>**This is foo.** (Bar ...</pre>_A space like that one should stay.)_'"
44047;Documentation Rendering;null;Bug;;Resolved;Should have;Fatal error in 3pdb_sxw2html.py;Fabien Udriot;Fabien Udriot;;Workflow automation;null;Mon Dec 17 11:59:00 EET 2012;Mon Dec 17 14:10:00 EET 2012;null;null;;100;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;5c45a483818258581a496c37d75e71c959003f43;40fb18ca11d128403d85473b03d273f89626da57;null;null;"* Define a namespace for that documentation (e.g ''draft''; ''contrib'')* Maintain a data-source file'"
