#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags
47742,wiki.typo3.org,Bug,"",Resolved,Must have,More information regarding this error might be available online.,Andreas Becker (Andi),Chris topher,2013-10-15 21:19,"","",2013-04-30,"","",0,2013-04-30 15:12,"","",1137300,"",""
47750,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Add a note to the documentation of stdWrap.addPageCacheTags,Chris topher,Chris topher,2014-03-19 20:35,"",6.1,2013-04-30,"","",100,2013-04-30 17:24,"","",1137700,"",""
47888,Installation and Upgrade Guide,Bug,"",Resolved,Should have,Update section about package choice,Francois Suter,Chris topher,2013-08-21 18:35,"",4.7,2013-05-03,"","",100,2013-05-03 16:52,"","",1144600,"",""
47946,Installation and Upgrade Guide,Bug,"",Resolved,Should have,More information on server setup,Francois Suter,Chris topher,2013-08-22 13:36,"",6.0,2013-05-05,"","",100,2013-05-05 15:44,"","",1147500,"",""
48087,ReST tools,Bug,"",On Hold,Should have,Cannot compile as JSON,Xavier Perseguers,"",2013-06-02 23:51,"","",2013-05-09,"","",50,2013-05-09 12:06,"","",1154400,"",""
48102,Core APIs,Bug,"",Closed,Should have,Fix data structure references,Francois Suter,Francois Suter,2013-05-16 23:13,"",6.0,2013-05-10,"","",100,2013-05-10 11:16,"","",1155150,"",""
48176,TYPO3.Docs,Bug,"",New,Should have,Beanstalk is loosing connection,Fabien Udriot,"",2013-05-14 11:08,"","",2013-05-14,"","",0,2013-05-14 11:08,"","",1158850,"",""
48406,TCA Reference,Bug,"",Closed,Should have,eval misses new 'null' option,Peter Niederlag,Francois Suter,2014-08-01 14:22,"","",2013-05-21,"","",100,2013-05-21 10:43,"","",1170150,"",""
48508,ReST tools,Bug,"",Resolved,Must have,Rename AdministratorsGuide to MaintenanceGuide,Francois Suter,Francois Suter,2013-05-26 12:34,"",Output tuning and integration,2013-05-24,"","",100,2013-05-24 12:15,"","",1175200,"",""
48574,TypoScript Reference (TSref),Bug,"",Closed,Should have,Correct FLUIDTEMPLATE-example,Michael Bakonyi,"",2013-05-28 14:33,"","",2013-05-27,"","",0,2013-05-27 17:18,"","",1178500,"",""
48584,ReST tools,Bug,"",Accepted,Should have,Include base tag,Francois Suter,Martin Bless,2014-03-12 12:08,"","",2013-05-27,"","",0,2013-05-27 22:51,"","",1179000,"",""
48585,ReST tools,Bug,"",New,Should have,Navigation inside single-page HTML,Francois Suter,"",2013-05-28 11:20,"","",2013-05-27,"","",0,2013-05-27 22:55,"","",1179050,"",""
48707,FAL Documentation,Bug,"",New,Must have,The FAL Documentaion is Incomplete,Ian Devlin,"",2016-08-06 13:44,"","",2013-05-31,"","",0,2013-05-31 13:37,"","",1185150,"",""
48715,wiki.typo3.org,Bug,"",On Hold,Should have,Image of hosting sponsor at the bottom is not displayed,Chris topher,"",2013-06-11 20:53,"","",2013-05-31,"","",100,2013-05-31 14:21,"","",1185550,"",""
48720,wiki.typo3.org,Bug,"",Resolved,Should have,Update collection extension,Chris topher,Chris topher,2013-06-03 14:35,"","",2013-05-31,"","",100,2013-05-31 14:36,"","",1185800,"",""
48737,Documentation,Bug,"",Closed,Should have,Fix SVG rendering,Chris topher,Chris topher,2013-05-31 18:07,"","",2013-05-31,"","",100,2013-05-31 17:56,"","",1186650,"",""
48754,wiki.typo3.org,Bug,"",Resolved,Should have,Prevent fatal error during login (SSO),Chris topher,Chris topher,2013-06-01 15:48,"","",2013-06-01,"","",100,2013-06-01 15:06,"","",1187500,"",""
48760,Core APIs,Bug,"",Resolved,Should have,"""Creating a new extension"" <- extbase",Felix Kopp,Francois Suter,2014-03-06 17:35,"",6.2,2013-06-02,"","",100,2013-06-02 00:16,"","",1187800,"",""
48762,Core APIs,Bug,"",Resolved,Should have,Main classes template,Felix Kopp,Francois Suter,2014-01-22 23:35,"",6.0,2013-06-02,"","",100,2013-06-02 00:29,"","",1187900,"",""
48789,TCA Reference,Bug,"",Closed,Should have,Group Field n TCA Refference.,Abin Sabu,Francois Suter,2014-02-19 19:10,"","",2013-06-03,"","",0,2013-06-03 13:06,"","",1189250,"",""
48796,TCA Reference,Bug,"",Closed,Should have,Correct markup in select-type column section,Francois Suter,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-06-03,"","",100,2013-06-03 16:37,"","",1189600,"",""
48815,Core APIs,Bug,"",Resolved,Should have,Improve section about page types,Francois Suter,Francois Suter,2013-06-04 12:35,"",6.2,2013-06-04,"","",100,2013-06-04 11:07,"","",1190550,"",""
48820,ReST tools,Bug,"",Accepted,Should have,Cannot use alternate TOC title,Xavier Perseguers,Martin Bless,2014-12-05 18:05,"","",2013-06-04,"","",0,2013-06-04 11:52,"","",1190800,"",""
48857,ReST tools,Bug,"",Accepted,Should have,General Index is not availabled,Xavier Perseguers,Martin Bless,2016-01-29 11:04,"","",2013-06-04,"","",0,2013-06-05 00:03,"","",1192650,"",""
48952,wiki.typo3.org,Bug,"",Resolved,Should have,Fix URLs of pages of the exception collection,Chris topher,Chris topher,2013-06-13 17:41,"","",2013-06-07,"","",100,2013-06-07 16:40,"","",1197250,"",""
48999,wiki.typo3.org,Bug,"",Resolved,Should have,Fix inclusion of JavaScript files,Chris topher,Chris topher,2013-06-11 19:09,"","",2013-06-10,"","",100,2013-06-10 17:22,"","",1199600,"",""
49161,Documentation,Bug,"",New,Should have,Cannot use inline images,Xavier Perseguers,"",2013-06-16 14:18,Documentation on typo3.org,"",2013-06-16,"","",0,2013-06-16 14:18,"","",1207700,"",""
49174,Documentation,Bug,"",New,Should have,Hidden chapters are present in TOC,Xavier Perseguers,"",2013-06-17 08:16,"","",2013-06-17,"","",0,2013-06-17 08:14,"","",1208350,"",""
49175,ReST tools,Bug,"",Resolved,Should have,Invalid left padding with blockquotes inside admonition,Xavier Perseguers,Martin Bless,2014-03-12 12:03,"","",2013-06-17,"","",0,2013-06-17 08:32,"","",1208400,"",""
49264,TypoScript Reference (TSref),Bug,"",Resolved,Should have,"cObject FILES: Data type of property ""references"" is incomplete",Francois Suter,Chris topher,2013-08-07 15:35,"",6.0,2013-06-19,"","",100,2013-06-19 22:18,"","",1212850,"",""
49414,ReST tools,Bug,"",Resolved,Should have,Update ./T3PythonDocBuilderPackage ,Martin Bless,Martin Bless,2013-06-25 19:35,"","",2013-06-25,"","",100,2013-06-25 18:46,"","",1220300,"",""
49474,TypoScript Reference (TSref),Bug,"",Resolved,Should have,"Remove properties, which are not yet available in TYPO3 4.7",Michael Stucki,Chris topher,2014-12-22 19:02,"","",2013-06-27,"","",100,2013-06-27 17:04,"","",1223300,"",""
49604,ReST tools,Bug,"",Resolved,Should have,MonoType Share font is used,Xavier Perseguers,Xavier Perseguers,2013-07-02 19:07,"","",2013-07-02,"","",100,2013-07-02 18:52,"","",1229700,"",""
49617,ReST tools,Bug,"",Resolved,Should have,"typo3.sty provides invalid package ""sphinx""",Xavier Perseguers,Xavier Perseguers,2013-07-02 22:58,"","",2013-07-02,"","",100,2013-07-02 22:55,"","",1230350,"",""
49837,Coding Guidelines,Bug,"",Resolved,Must have,Wrong example for deprecation,Philipp Gampe,Philipp Gampe,2013-07-10 17:37,"","",2013-07-10,"","",100,2013-07-10 00:03,"","",1241150,"",""
50014,ReST tools,Bug,"",Resolved,Must have,CSS improvements,Francois Suter,Martin Bless,2013-07-18 15:37,"","",2013-07-14,"","",0,2013-07-14 23:05,"","",1249700,"",""
50546,Core APIs,Bug,"",Resolved,Should have,RTE.default.proc.blockElementList is not documented,Stanislas Rolland,Stanislas Rolland,2014-03-13 22:36,"",6.2,2013-07-30,"","",100,2013-07-30 06:44,"","",1275850,"",""
50597,Core APIs,Bug,"",Resolved,Could have,"Wrong call to makeInstance on page ""HTTP request library""",aimcom no-lastname-given,Francois Suter,2014-03-13 23:35,"",6.2,2013-07-31,"","",100,2013-07-31 14:13,"","",1278350,"",""
50631,Documentation,Bug,"",Resolved,Could have,docs.typo3.org: Cannot access chapter with default .htaccess,Xavier Perseguers,Chris topher,2014-08-01 19:16,"","",2013-08-01,"","",100,2013-08-01 12:29,"","",1280050,"",""
50643,Core APIs,Bug,"",Resolved,Should have,Illegal call of $TYPO3_CONF_VARS in Logger Configuration,aimcom no-lastname-given,Francois Suter,2014-03-15 12:36,"",6.2,2013-08-01,"","",100,2013-08-01 15:54,"","",1280600,"",""
50706,TCA Reference,Bug,"",Closed,Should have,Option to select recursively in tcaTree,Frans Saris,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-08-02,"","",100,2013-08-02 09:05,"","",1283700,"",""
50744,Official Doc Extension Template,Bug,"",Resolved,Should have,Use README.rst instead of Readme.rst,Xavier Perseguers,Xavier Perseguers,2013-08-09 10:34,"","",2013-08-02,"","",100,2013-08-02 20:55,"","",1285550,"",""
50746,Official Doc Extension Template,Bug,"",Resolved,Should have,Cannot include file outside of Documentation directory,Xavier Perseguers,Xavier Perseguers,2013-08-09 10:34,"","",2013-08-02,"","",100,2013-08-02 21:02,"","",1285650,"",""
50807,Core APIs,Bug,"",Resolved,Should have,Suggest a valid value as the TYPO3 dependency,Michael Schams,Francois Suter,2014-03-15 18:40,"",6.2,2013-08-06,"","",0,2013-08-06 09:53,"","",1288700,"",""
50895,Core APIs,Bug,"",Needs Feedback,Should have,Swiftmailer default preferences,Gert-Jan Jansma,Francois Suter,2014-03-15 18:41,"","",2013-08-07,"","",0,2013-08-07 21:23,"","",1293000,"",""
50944,Official Doc Extension Template,Bug,"",Resolved,Should have,Errors and warnings happen when rendering,Francois Suter,Francois Suter,2013-08-08 23:36,"","",2013-08-08,"","",100,2013-08-08 22:39,"","",1295450,"",""
51050,FAL Documentation,Bug,"",Resolved,Must have,Documentation structure needs updating,Francois Suter,Francois Suter,2013-08-13 09:36,"","",2013-08-13,"","",100,2013-08-13 09:00,"","",1300700,"",""
51070,FAL Documentation,Bug,"",Resolved,Must have,Add copyFolder permission to example,Helmut Hummel,"",2013-08-14 13:36,"","",2013-08-14,"","",100,2013-08-14 12:32,"","",1301700,"",""
51095,Localization Guide,Bug,"",New,Should have,broken table of localization modes,Tymoteusz Motylewski,"",2013-08-15 18:40,"","",2013-08-15,"","",0,2013-08-15 18:40,"","",1302950,"",""
51313,Installation and Upgrade Guide,Bug,"",Resolved,Should have,Check and update content for TYPO3 6.2,Chris topher,"",2014-04-01 18:41,"",6.2,2013-08-24,"","",100,2013-08-24 15:56,"","",1313750,"",""
51373,TypoScript Reference (TSref),Bug,"",Resolved,Must have,Update for the condition reference,d.ros no-lastname-given,Chris topher,2013-09-06 15:43,"",6.1,2013-08-27,"","",100,2013-08-27 09:48,"","",1316700,"",""
51655,TypoScript Reference (TSref),Bug,"",Resolved,Should have,_CSS_PAGE_STYLE is not documented,Ingo Schmitt,"",2013-09-05 23:35,"",6.0,2013-09-02,"",1.00,100,2013-09-02 22:53,"","",1330800,"",""
51746,wiki.typo3.org,Bug,"",Resolved,Should have,Fix backup,Chris topher,Chris topher,2013-09-04 22:04,"","",2013-09-04,"","",100,2013-09-04 21:19,"","",1335300,"",""
51877,Extbase Book Translation,Bug,"",Resolved,Should have,mistyping swith => switch in Basic Principles > Object-oriented programming in PHP,Daniel Huf,Michael Oehlhof,2013-10-13 21:37,"",English Version,2013-09-10,"","",100,2013-09-10 09:54,"","",1341750,"",""
51896,TCA Reference,Bug,"",Closed,Must have,List nesting error in treeConfig property,Francois Suter,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-09-10,"","",100,2013-09-10 16:52,"","",1342700,"",""
52073,Core APIs,Bug,"",Resolved,Must have,Category API now allows for more than one category field per table,Markus Klein,Francois Suter,2014-03-24 21:19,"",6.2,2013-09-17,"","",0,2013-09-17 14:29,"","",1351450,"",""
52122,TSconfig,Bug,"",Resolved,Must have,USER TSconfig ->OPTIONS formatting error for pageTree.showNavTitle property,Markus Klein,Christian Woebbeking,2014-02-02 22:35,"","",2013-09-18,2014-01-22,0.25,100,2013-09-18 20:21,"","",1353900,"",""
52195,wiki.typo3.org,Bug,"",Resolved,Should have,Rewrite some requests to missing exception pages,Chris topher,Chris topher,2013-10-11 15:41,"","",2013-09-23,"","",100,2013-09-23 16:49,"","",1357550,"",""
52240,ReST tools,Bug,"",Resolved,Should have,LaTeX: Cannot use special characters,Xavier Perseguers,Xavier Perseguers,2014-01-17 10:36,"","",2013-09-25,"","",100,2013-09-25 09:11,"","",1359750,"",""
52302,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Modified special = categories menus,Francois Suter,Francois Suter,2014-01-22 17:37,"",6.2,2013-09-26,"","",100,2013-09-26 15:27,"","",1362850,"",""
52380,Core APIs,Bug,"",Resolved,Should have,ext_typoscript_setup.txt is not deprecated,Xavier Perseguers,Xavier Perseguers,2013-11-07 15:35,"",6.2,2013-09-30,"","",100,2013-09-30 11:47,"","",1366600,"",""
52432,Documentation Rendering,Bug,"",Closed,Should have,"TCA Reference ""master"" rendering stalled?",Ernesto Baschny,"",2013-10-03 14:29,"","",2013-10-01,"","",0,2013-10-01 16:29,"","",1369200,"",""
52472,Core APIs,Bug,"",Resolved,Must have,FlashMessage usage in Extbase,Markus Klein,Francois Suter,2014-03-06 22:26,"",6.2,2013-10-02,"","",100,2013-10-02 15:57,"","",1371200,"",""
52496,FAL Documentation,Bug,"",Resolved,Should have,Clean up structure,Francois Suter,Francois Suter,2013-10-03 11:36,"","",2013-10-03,"","",100,2013-10-03 11:22,"","",1372400,"",""
52644,TypoScript Reference (TSref),Bug,"",Resolved,Must have,Wrong description of config.doctype,Francois Suter,Francois Suter,2013-10-09 21:36,"",6.2,2013-10-09,"","",100,2013-10-09 21:07,"","",1379700,"",""
52652,TypoScript Reference (TSref),Bug,"",Closed,Should have,config.doctype is not properly documentated,Ingo Schmitt,"",2013-10-10 12:23,"","",2013-10-10,"","",0,2013-10-10 10:49,"","",1380100,"",""
52670,TYPO3 Tutorial for Editors,Bug,"",Resolved,Should have,Fix some spelling and wording issues,Francois Suter,Henning Nelihsen,2013-10-10 21:35,"",6.0.0,2013-10-10,"","",100,2013-10-10 21:05,"","",1381000,"",""
52680,Security Guide,Bug,"",Resolved,Must have,Correct link to TYPO3 Installation and Upgrade Guide,Michael Schams,Michael Schams,2013-10-11 04:37,"","",2013-10-11,"",0.25,100,2013-10-11 04:14,"","",1381500,"",""
52681,Security Guide,Bug,"",Resolved,Should have,Correct link to TYPO3 Installation and Upgrade Guide (regression),Michael Schams,Michael Schams,2013-10-11 05:37,"","",2013-10-11,"","",100,2013-10-11 04:36,"","",1381550,"",""
52683,Security Guide,Bug,"",Resolved,Must have,Update document details to show version 1.0.4,Michael Schams,Michael Schams,2013-10-11 05:37,"","",2013-10-11,"","",100,2013-10-11 05:00,"","",1381650,"",""
52701,TypoScript Reference (TSref),Bug,"",Resolved,Should have,TypoScript: Application Context condition,Christian Kuhn,Francois Suter,2013-11-07 14:36,"",6.2,2013-10-11,"","",100,2013-10-11 14:01,"","",1382550,"",""
52760,TCA Reference,Bug,"",Closed,Should have,Filter for available records in a multiple value selector,Christian Kuhn,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-10-13,"","",100,2013-10-13 20:18,"","",1385450,"",""
52764,Extbase Book Translation,Bug,"",New,Should have,Remove tab characters,Fabien Udriot,"",2013-10-13 21:04,"","",2013-10-13,"","",0,2013-10-13 21:03,"","",1385650,"",""
52809,TSconfig,Bug,"",Resolved,Should have,New Page TSconfig property/section options.backendLayout.exclude,Oliver Hader,Christian Woebbeking,2014-02-09 11:35,"",6.2,2013-10-14,"",0.50,100,2013-10-14 17:13,"","",1387900,"",""
52854,TYPO3 Skinning Reference,Bug,"",New,Should have,IE6 icon no longer generated since 6.0,Christian Kuhn,"",2013-10-15 16:30,"","",2013-10-15,"","",0,2013-10-15 16:30,"","",1390150,"",""
52863,wiki.typo3.org,Bug,"",Resolved,Should have,Do not add target=_blank for external links pointing to typo3.org,Chris topher,Chris topher,2013-11-09 16:08,"","",2013-10-15,"","",100,2013-10-15 19:56,"","",1390600,"",""
53137,Documentation Rendering,Bug,"",Resolved,Should have,Sidebar renders wrong,Leon de Rijke,Martin Bless,2014-03-12 11:53,"","",2013-10-25,"","",0,2013-10-25 16:34,"","",1404300,"",""
53408,Documentation Rendering,Bug,"",Resolved,Should have,Single quotes are rendered as ´ instead as ' in PDF files,Stefano Kowalke,Xavier Perseguers,2014-04-07 17:33,"","",2013-11-07,"","",100,2013-11-07 11:24,"","",1417700,"",""
53427,Documentation,Bug,"",Closed,Must have,"Broken link to ""CGL on One Page""",Mathias Brodala,"",2014-08-01 16:57,Documentation on typo3.org,"",2013-11-08,"","",100,2013-11-08 09:51,"","",1418600,"",""
53482,TYPO3 CMS - What's New,Bug,"",Accepted,Should have,Chapter overview: empty and/or not TYPO3's Share font,Michael Schams,"",2016-03-06 02:33,"","",2013-11-10,"","",0,2013-11-10 03:58,"","",1421350,"",""
53545,Installation and Upgrade Guide,Bug,"",Closed,Should have,Compression module for Apache 2.x is mod_deflate,Francois Suter,"",2013-11-14 14:03,"","",2013-11-12,"","",100,2013-11-12 10:40,"","",1424500,"",""
53699,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Document includeHiddenHeaders for sectionIndex menu,Marc Bastian Heinrichs,Marc Bastian Heinrichs,2014-03-24 23:38,"",6.2,2013-11-16,"","",100,2013-11-16 17:39,"","",1432100,"",""
53732,TYPO3 CMS - What's New,Bug,"",Closed,Should have,"English version: update word ""reStructuredText""",Michael Schams,Michael Schams,2014-03-27 23:42,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2013-11-18,"","",100,2013-11-18 12:56,"","",1433750,"",""
53780,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,English version: correct a few typos,Michael Schams,Michael Schams,2013-12-28 10:14,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2013-11-20,"","",100,2013-11-20 06:52,"","",1436100,"",""
53908,TypoScript Reference (TSref),Bug,"",Resolved,Should have,Description of page.CSS_inlineStyle is incomplete,Dieter Porth,Chris topher,2014-03-18 17:37,"",6.0,2013-11-24,"","",100,2013-11-24 11:13,"","",1442500,"",""
53976,Coding Guidelines,Bug,"",Resolved,Should have,Remove superfluous and possibly misleading info about width of tabs,Christian Vetter,Chris topher,2014-03-20 14:47,"","",2013-11-26,"","",100,2013-11-26 13:12,"","",1445900,"",""
53977,Documentation,Bug,"",Needs Feedback,Must have,Heading above TOC in central index.rst files sometimes has wrong position,Christian Vetter,"",2014-03-20 13:59,"","",2013-11-26,"","",0,2013-11-26 13:14,"","",1445950,"",""
54136,wiki.typo3.org,Bug,"",Resolved,Should have,Fix a broken CSS rule,Chris topher,Chris topher,2013-12-02 15:20,"","",2013-12-02,"","",100,2013-12-02 15:16,"","",1453750,"",""
54143,wiki.typo3.org,Bug,"",Resolved,Should have,Fix message about missing watchlist talk page rows,Chris topher,Chris topher,2013-12-03 13:55,"","",2013-12-02,"","",100,2013-12-02 17:31,"","",1454100,"",""
54216,wiki.typo3.org,Bug,"",Resolved,Should have,Fix PHP Notice:  Undefined index: realname in includes/Preferences.php on line 1412,Chris topher,Chris topher,2013-12-05 16:46,"","",2013-12-05,"","",100,2013-12-05 16:12,"","",1457750,"",""
54257,wiki.typo3.org,Bug,"",Resolved,Should have,Fix PHP Notice:  Uncommitted DB writes (transaction from DatabaseBase::query (User::idForName)),Chris topher,Chris topher,2013-12-10 15:23,"","",2013-12-07,"","",100,2013-12-07 13:57,"","",1459800,"",""
54370,TypoScript Syntax,Bug,"",Resolved,Should have,Wrong property names in chapter Constant Editor,Stefan Froemken,Chris topher,2014-03-28 13:45,"","",2013-12-13,"","",100,2013-12-13 06:46,"","",1465050,"",""
54472,TYPO3 CMS - What's New,Bug,"",Closed,Must have,"English version: wrong interpretation of ""Recursive validation"" (Extbase/Flow)",Michael Schams,Michael Schams,2014-03-27 23:42,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2013-12-17,"","",100,2013-12-17 11:29,"","",1470100,"",""
54481,TCA Reference,Bug,"",Closed,Should have,Extending the TCA: The target file should be mentioned,Cedric Ziel,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-12-17,"","",100,2013-12-17 16:48,"","",1470500,"",""
54497,wiki.typo3.org,Bug,"",Resolved,Should have,Check why jobs are no longer executed in MediaWiki 1.22,Chris topher,Chris topher,2014-07-02 16:15,"","",2013-12-18,"","",100,2013-12-18 18:26,"","",1471300,"",""
54949,TCA Reference,Bug,"",Closed,Should have,TCA 'inline' missing property appearance/ajaxLoad,Oliver Hader,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-01-13,"","",100,2014-01-13 14:57,"","",1493500,"",""
55158,TSconfig,Bug,"",Closed,Should have,Wrong casing in headline: Object is named 'mod' not 'MOD',Dieter Porth,"",2016-08-13 18:22,"","",2014-01-20,"","",0,2014-01-20 10:52,"","",1503400,"",""
55248,Core APIs,Bug,"",Resolved,Should have,"Caching framework's get() returns FALSE, not NULL",Francois Suter,Francois Suter,2014-01-22 23:35,"",6.0,2014-01-22,"","",100,2014-01-22 15:19,"","",1507750,"",""
55616,TYPO3 CMS - What's New,Bug,"",Closed,Should have,All versions: wrong ,Michael Schams,Michael Schams,2014-03-27 23:41,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-03,"","",100,2014-02-03 11:31,"","",1525500,"",""
55752,TypoScript Reference (TSref),Bug,"",Resolved,Should have,New TypoScript option page.includeCSSLibs,Benni Mack,Chris topher,2014-03-19 18:36,"",6.2,2014-02-07,"","",100,2014-02-07 09:45,"","",1532300,"",""
55902,Documentation,Bug,"",Resolved,Should have,Deprecate WIKI and redirect,Felix Kopp,"",2014-02-18 16:36,"","",2014-02-11,"","",100,2014-02-11 23:43,"","",1539550,"",""
55974,TypoScript Reference (TSref),Bug,"",Resolved,Could have,"Use of generic word ""template""",Francois Suter,Francois Suter,2014-02-13 22:39,"",6.2,2014-02-13,"","",100,2014-02-13 22:34,"","",1543050,"",""
56002,TYPO3 CMS - What's New,Bug,"",Closed,Must have,"Update ""end of maintenance"" date: March 2017",Michael Schams,"",2014-03-27 23:27,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-16,"","",0,2014-02-16 02:46,"","",1544400,"",""
56003,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,Clarify release agenda (TYPO3 releases in general),Michael Schams,Patrick Lobacher,2014-03-22 03:01,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-16,"","",0,2014-02-16 02:53,"","",1544450,"",""
56009,Core APIs,Bug,"",Closed,Should have,Introduction to XLIFF: maybe wrong example.,Christian Toffolo,Francois Suter,2014-02-16 16:11,"","",2014-02-16,"","",0,2014-02-16 14:39,"","",1544750,"",""
56021,TypoScript Reference (TSref),Bug,"",Resolved,Must have,"Missing info about ""forceOnTop"" for includeCSS",Markus Klein,Chris topher,2014-03-18 19:36,"",6.0,2014-02-16,"","",100,2014-02-16 17:43,"","",1545350,"",""
56033,Core APIs,Bug,"",Closed,Should have,Custom active tab in RTE element browser,Alexander Stehlik,"",2014-03-19 17:46,"","",2014-02-17,"","",0,2014-02-17 09:27,"","",1545950,"",""
56206,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,FAL: filename (not the title) is shown in image header,Michael Schams,Michael Schams,2014-03-01 11:50,TYPO3 6.2 - For Editors (ReST),TYPO3 CMS 6.2,2014-02-22,"","",100,2014-02-22 06:42,"","",1554550,"",""
56215,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,"Chapter ""Backend Changes"": interface has changed (wording and order of bullet points)",Michael Schams,"",2014-03-27 23:11,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-23,"","",0,2014-02-23 01:50,"","",1555000,"",""
56217,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,"Chapter ""Backend Changes"": FAL missing file (not reproducible)",Michael Schams,Michael Schams,2014-03-01 10:35,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-23,"","",100,2014-02-23 03:54,"","",1555100,"",""
56218,TYPO3 CMS - What's New,Bug,"",Closed,Should have,"Chapter ""Backend Changes"": removed slide (category-based menus)",Michael Schams,"",2014-03-27 23:09,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-23,"","",0,2014-02-23 04:29,"","",1555150,"",""
56225,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Wrong ReST Syntax,Christian Woebbeking,Christian Woebbeking,2014-02-23 19:55,"",6.2,2014-02-23,2014-02-23,0.10,0,2014-02-23 19:36,"","",1555500,"",""
56226,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Wrong ReST Syntax,Christian Woebbeking,Christian Woebbeking,2014-02-23 22:03,"",6.2,2014-02-23,2014-02-23,0.10,100,2014-02-23 19:57,"","",1555550,"",""
56227,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Wrong ReST Syntax,Christian Woebbeking,Christian Woebbeking,2014-02-23 22:48,"",6.2,2014-02-23,2014-02-23,0.10,100,2014-02-23 21:59,"","",1555600,"",""
56228,TSconfig,Bug,Feature #49674: New option for UserTS: options.pageTree.searchInAlias,Closed,Must have,Needless escaping character,Christian Woebbeking,Christian Woebbeking,2014-02-23 22:48,"",6.2,2014-02-23,2014-02-23,0.10,100,2014-02-23 22:14,"","",1555650,"",""
56231,TYPO3 CMS - What's New,Bug,"",Resolved,Should have,"Chapter ""Backend Changes"": FAL metadata can be translated (not reproducible)",Michael Schams,Michael Schams,2014-03-01 11:52,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2014-02-24,"","",100,2014-02-24 11:10,"","",1555800,"",""
56279,TCA Reference,Bug,"",Closed,Must have,Add new way to register wizards in TCA to TCA reference,Helmut Hummel,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-02-25,"","",100,2014-02-25 16:11,"","",1558150,"",""
56347,Core APIs,Bug,"",Resolved,Must have,Document new API to register an Ajax handler for the backend,Helmut Hummel,Francois Suter,2014-03-27 22:39,"",6.2,2014-02-26,"","",100,2014-02-26 15:42,"","",1561550,"",""
56391,wiki.typo3.org,Bug,"",Resolved,Should have,Invalid usernames,Chris topher,Chris topher,2014-03-12 19:58,"","",2014-02-27,"","",100,2014-02-27 17:00,"","",1563750,"",""
56502,Core APIs,Bug,"",Resolved,Should have,slashes are not escaped in \r\n CoreApi,Tymoteusz Motylewski,Francois Suter,2014-03-06 16:37,"",6.2,2014-03-03,"","",100,2014-03-03 17:17,"","",1569250,"",""
56503,wiki.typo3.org,Bug,"",Resolved,Should have,Fix broken/missing images,Chris topher,Chris topher,2014-03-03 20:48,"","",2014-03-03,"","",100,2014-03-03 17:32,"","",1569300,"",""
56545,Documentation Rendering,Bug,"",Closed,Must have,http://docs.typo3.org/typo3cms/extensions/ not accessible,Peter Murray,Xavier Perseguers,2014-12-05 18:31,"","",2014-03-04,"","",0,2014-03-04 18:02,"","",1571400,"",""
56584,TCA Reference,Bug,"",Closed,Must have,Default value can be set to NULL,Alexander Stehlik,Francois Suter,2014-08-01 14:22,"",6.2.0,2014-03-05,"","",100,2014-03-05 23:09,"","",1573350,"",""
56618,wiki.typo3.org,Bug,"",Resolved,Should have,Fix encoding problems,Chris topher,Chris topher,2014-03-08 16:05,"","",2014-03-06,"","",100,2014-03-06 19:26,"","",1575050,"",""
